,Longitude,Latitude,BTSName,Classification,Technology,Long-Lat-Tech
1370,36.82385,3.064702778,Gas,Rural,GSM,36.823853.064702778GSM
1371,38.25255556,3.0930555560000004,Telkom_Dida_Galgalo,Rural,GSM,38.252555563.0930555560000004GSM
1372,37.423243,3.126591,Kalacha,Rural,GSM,37.4232433.126591GSM
1373,41.18427778,3.150972222,Lefy,Rural,GSM,41.184277783.150972222GSM
1374,41.327009999999994,3.154455,Damassa,Rural,GSM,41.3270099999999943.154455GSM
1375,39.278403000000004,3.1589959999999997,DABEL,Rural,GSM,39.2784030000000043.1589959999999997GSM
1376,39.27840278,3.158997222,,Rural,UMTS,39.278402783.158997222UMTS
1377,40.86673437,3.179488945,War Gedud,Rural,GSM,40.866734373.179488945GSM
1378,40.518333,3.261875,WangaiDahan,Rural,GSM,40.5183333.261875GSM
1379,40.518333,3.261875,,Rural,UMTS,40.5183333.261875UMTS
1380,38.38508333,3.311361111,Turbi,Rural,GSM,38.385083333.311361111GSM
1381,37.07249147,3.3239242339999997,North_Horr,Rural,GSM,37.072491473.3239242339999997GSM
1382,39.78477778,3.339361111,Danaba,Rural,GSM,39.784777783.339361111GSM
1383,39.41855556,3.359333333,Bute,Rural,GSM,39.418555563.359333333GSM
1384,39.565946999999994,3.365196,GURAR_Relocation,Rural,GSM,39.5659469999999943.365196GSM
1385,39.565946999999994,3.365196,,Rural,UMTS,39.5659469999999943.365196UMTS
1386,39.57027778,3.3676111110000004,Gurar,Rural,GSM,39.570277783.3676111110000004GSM
1387,41.412890999999995,3.3785809999999996,Fino,Rural,GSM,41.4128909999999953.3785809999999996GSM
1388,41.412890999999995,3.3785809999999996,,Rural,UMTS,41.4128909999999953.3785809999999996UMTS
1389,37.742236,3.380928,HurriHills,Rural,GSM,37.7422363.380928GSM
1390,40.22561082,3.3950265010000003,Takabba,Rural,GSM,40.225610823.3950265010000003GSM
1391,40.22561082,3.3950265010000003,Takabba,Rural,UMTS,40.225610823.3950265010000003UMTS
1392,40.91130556,3.397527778,Sukela Tifu,Rural,GSM,40.911305563.397527778GSM
1393,39.88091667,3.4244444439999997,Dandu,Rural,GSM,39.880916673.4244444439999997GSM
1394,38.520813000000004,3.4668160000000006,Walda,Rural,GSM,38.5208130000000043.4668160000000006GSM
1395,38.520813000000004,3.4668160000000006,Walda,Urban,UMTS,38.5208130000000043.4668160000000006UMTS
1396,39.308617,3.4677269999999996,Godoma,Rural,GSM,39.3086173.4677269999999996GSM
1397,38.78066667,3.4973333330000003,Damballa Falchana,Rural,GSM,38.780666673.4973333330000003GSM
1398,39.02466667,3.5036944439999997,Telkom_Moyale_Hill,Rural,GSM,39.024666673.5036944439999997GSM
1399,39.05308754,3.522516654,Moyale_PCK_II,Urban,GSM,39.053087543.522516654GSM
1400,39.05308754,3.522516654,Moyale_PCK_II,Urban,UMTS,39.053087543.522516654UMTS
1401,39.05308754,3.522516654,Moyale_PCK_II,Urban,LTE,39.053087543.522516654LTE
1402,39.06405556,3.524388889,Moyale_Manyatta,Urban,GSM,39.064055563.524388889GSM
1403,39.06405556,3.524388889,Moyale_Manyatta,Urban,UMTS,39.064055563.524388889UMTS
1404,39.06405556,3.524388889,Moyale_Manyatta,Urban,LTE,39.064055563.524388889LTE
1405,39.05936111,3.525944444,Moyale_Biashara,Urban,GSM,39.059361113.525944444GSM
1406,39.05936111,3.525944444,Moyale_Biashara,Urban,UMTS,39.059361113.525944444UMTS
1407,39.05936111,3.525944444,Moyale_Biashara,Urban,LTE,39.059361113.525944444LTE
1408,40.86840141,3.548623805,Ashabito,Rural,GSM,40.868401413.548623805GSM
1409,41.50619165,3.5566780430000002,Arabia,Rural,GSM,41.506191653.5566780430000002GSM
1410,41.50619165,3.5566780430000002,,Rural,UMTS,41.506191653.5566780430000002UMTS
1411,38.64224596,3.565013407,Sololo,Rural,GSM,38.642245963.565013407GSM
1412,38.64224596,3.565013407,Sololo,Urban,UMTS,38.642245963.565013407UMTS
1413,37.364638,3.620447,BALESA,Rural,GSM,37.3646383.620447GSM
1414,37.364638,3.620447,,Rural,UMTS,37.3646383.620447UMTS
1415,39.918997999999995,3.676172,Gather,Rural,GSM,39.9189979999999953.676172GSM
1416,41.05083333,3.681388889,Jabi,Rural,GSM,41.050833333.681388889GSM
1417,37.961963,3.716249,Forolle,Rural,GSM,37.9619633.716249GSM
1418,40.50136111,3.862611111,Guba,Rural,GSM,40.501361113.862611111GSM
1419,41.67891667,3.888694444,Karo,Rural,GSM,41.678916673.888694444GSM
1420,40.874288,3.8929129999999996,Olla,Rural,GSM,40.8742883.8929129999999996GSM
1421,41.22293889,3.894225,Rhamu_Hill,Rural,GSM,41.222938893.894225GSM
1422,41.21951977,3.9152586769999997,Rhamu,Rural,GSM,41.219519773.9152586769999997GSM
1423,41.21951977,3.9152586769999997,,Rural,UMTS,41.219519773.9152586769999997UMTS
1424,41.21951977,3.9152586769999997,,Rural,UMTS,41.219519773.9152586769999997UMTS
1425,40.011827000000004,3.9181199999999996,Kiliwehiri,Rural,GSM,40.0118270000000043.9181199999999996GSM
1426,41.33011111,3.9191388889999996,Awal Abdullah,Rural,GSM,41.330111113.9191388889999996GSM
1427,41.84983333,3.925888889,Mandera Bulla Mpya,Urban,GSM,41.849833333.925888889GSM
1428,41.84983333,3.925888889,,Urban,UMTS,41.849833333.925888889UMTS
1429,41.84863889,3.932138889,Mandera County Council,Urban,GSM,41.848638893.932138889GSM
1430,41.84863889,3.932138889,,Urban,UMTS,41.848638893.932138889UMTS
1431,41.85686111,3.9328055560000004,Mandera Township,Urban,GSM,41.856861113.9328055560000004GSM
1432,41.85686111,3.9328055560000004,,Urban,UMTS,41.856861113.9328055560000004UMTS
1433,41.85686111,3.9328055560000004,,Urban,LTE,41.856861113.9328055560000004LTE
1434,41.86602778,3.9346666669999997,Mandera Border,Urban,GSM,41.866027783.9346666669999997GSM
1435,41.86602778,3.9346666669999997,,Urban,UMTS,41.866027783.9346666669999997UMTS
1436,41.86602778,3.9346666669999997,,Urban,LTE,41.866027783.9346666669999997LTE
1437,41.85953224,3.938867068,Mandera PCK,Urban,GSM,41.859532243.938867068GSM
1438,41.85953224,3.938867068,,Urban,UMTS,41.859532243.938867068UMTS
1439,41.85953224,3.938867068,,Urban,LTE,41.859532243.938867068LTE
1440,40.34975,3.940555556,Banissa,Rural,GSM,40.349753.940555556GSM
1441,40.34975,3.940555556,Banissa,Rural,UMTS,40.349753.940555556UMTS
1442,41.84771389,3.940627778,,Urban,UMTS,41.847713893.940627778UMTS
1443,41.84772222,3.9407222219999998,Mandera Bula Tawakal,Urban,GSM,41.847722223.9407222219999998GSM
1444,41.83652778,3.941583333,Mandera Soko Safsaf,Urban,GSM,41.836527783.941583333GSM
1445,41.83652778,3.941583333,,Urban,UMTS,41.836527783.941583333UMTS
1446,41.86494444,3.947527778,Mandera_Buruburu,Urban,GSM,41.864944443.947527778GSM
1447,41.86494444,3.947527778,,Urban,UMTS,41.864944443.947527778UMTS
1448,37.29086111,4.004805556,Dukana,Rural,GSM,37.290861114.004805556GSM
1449,41.066828,4.017443,Rhamudimtu,Rural,GSM,41.0668284.017443GSM
1450,40.69883333,4.235416667,Malkamari,Rural,GSM,40.698833334.235416667GSM
1451,36.247417,4.301902,Illeret,Rural,GSM,36.2474174.301902GSM
